Language,Phonemes
Greek,"['f', 'fː', 'k', 'kʰː', 'l', 'lː', 'm', 'mː', 'n̪', 'n̪ː', 'p', 'pʰː', 'rː', 's', 'sː', 't̠ʃ', 't̠ʃʰː', 't̪', 't̪ʰː', 'v', 'vː', 'x', 'xː', 'z', 'zː', 'ð', 'ðː', 'ɣ', 'ɣː', 'ɾ', 'ʃ', 'ʃː', 'ʒ', 'ʒː', 'θ', 'θː', 'i', 'u', 'ɐ', 'ɔ', 'ɛ', 'b', 'd̪', 'ɡ', 'o', 'c', 'n', 's̠', 'z̠', 'ç', 'ɟ', 'ɲ̟', 'ɾ̠', 'ʎ', 'ʝ', 'e̞', 'o̞']"
Hebrew,"['b', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 'v', 'z', 'ħ', 'ɡ', 'ʃ', 'ʒ', 'ʔ', 'ʕ', 'χ', 'a', 'e', 'i', 'o', 'u']"
Irish,"['bʲ', 'bˠ', 'cʰ', 'd̠z̠ʲ', 'd̪ˠ', 'fʲ', 'fˠ', 'h', 'j', 'kʰ', 'l', 'l̠ʲ', 'l̪ˠ', 'mʲ', 'mˠ', 'n', 'n̠ʲ', 'n̪ˠ', 'pʲʰ', 'pˠʰ', 'sˠ', 't̠s̠ʲʰ', 't̪ˠʰ', 'vʲ', 'w', 'x', 'ç', 'ŋ', 'ɕ', 'ɟʝ', 'ɡ', 'ɣ', 'ɲ', 'ɾʲ', 'ɾˠ', 'a', 'au', 'eː', 'ia', 'iː', 'oː', 'ua', 'uː', 'æː', 'ɔː', 'ə', 'ɛ', 'ɤ', 'ɪ', 'ʌ', 'c', 'd̠ʲ', 'k', 'pʲ', 'pˠ', 't̠ʲ', 't̪ˠ', 'ɟ', 'e', 'i', 'o', 'u', 'æ', 'ɔ', 'd̠ʒ', 'd̪ʲ', 'l̪ʲ', 'n̪ʲ', 't̪ʲʰ', 'vˠ', 'ŋ̟', 'ɾ̪ʲ', 'ɾ̪ˠ', 'ʃ', 'ʝ', 'iːə', 'i̞', 'uːe', 'uːə', 'ɐɪ', 'ɑː', 'ɔʊ', 'ɔ̝', 'ɛ̝', 'ʊ']"
Judeo-Spanish,"['b', 'd̠ʒ', 'd̻', 'f', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't̠ʃ', 't̻', 'v', 'x', 'z', 'ɡ', 'ʃ', 'ʒ', 'a', 'ai̯', 'e', 'ei̯', 'i', 'ia', 'ie', 'io', 'o', 'oi̯', 'u', 'ua', 'ue', 'ui̯']"
Kunama,"['b', 'd̠ʒ', 'd̪', 'f', 'h', 'j', 'k', 'kʷ', 'l', 'm', 'n', 'r', 's', 't̠ʃ', 't̪', 'z', 'ŋ', 'ɡ', 'ɡʷ', 'ɲ', 'ʃ', 'ʎ', 'β̞', '˦', '˧', '˨', 'e', 'i', 'o', 'oi', 'u', 'ɑ', 'ɑi', 'ɑu']"
Lizu,"['b', 'd', 'dz', 'dʑ', 'd̠ʒ', 'h', 'j', 'k', 'kʰ', 'l', 'm', 'mb', 'mpʰ', 'n', 'nd', 'ndz', 'ntsʰ', 'ntʰ', 'n̠d̠ʒ', 'n̠t̠ʃʰ', 'p', 'pʰ', 'q', 'qʰ', 's', 't', 'ts', 'tsʰ', 'tɕ', 'tɕʰ', 'tʰ', 't̠ʃ', 't̠ʃʰ', 'x', 'z', 'ŋɡ', 'ŋ̩', 'ɕ', 'ɡ', 'ɣ', 'ɬ', 'ɲ', 'ɲ̟dʑ', 'ɲ̟tɕʰ', 'ɴqʰ', 'ɹ', 'ʃ', 'ʑ', 'ʒ', 'ʔ', 'β̞', '˥˩', '˩˧', 'e', 'i', 'o', 'u', 'y', 'æ', 'ɐ', 'ə', 'ndʑ', 'ntɕʰ', 'w', 'ŋ']"
Luxembourgish,"['f', 'h', 'j', 'kʰ', 'k͉', 'l', 'm', 'n', 'pʰ', 'p͉', 's', 'ts', 'tʰ', 't̠ʃ', 't͉', 'v', 'w', 'z', 'ŋ', 'ʀ', 'ʁ', 'ʃ', 'ʒ', 'χ', 'aː', 'e', 'eː', 'i', 'iə', 'iː', 'o', 'oː', 'u', 'uə', 'uː', 'æ', 'æːɪ', 'æːʊ', 'ɐ', 'ɑ', 'ɑɪ', 'ɑʊ', 'ə', 'əʊ', 'ɛː', 'ɜɪ', 'k', 'p', 't', 'ɕ', 'ʑ', 'æːi', 'ɑi', 'ɜi']"
Mah Meri,"['b', 'dʑ', 'd̺', 'h', 'j', 'k', 'kʰ', 'l', 'l̥', 'm', 'm̥', 'n', 'n̥', 'p', 'pʰ', 's', 'tɕ', 'tɕʰ', 't̻', 't̻ʰ', 'w', 'ŋ', 'ŋ̊', 'ɡ', 'ɰ', 'ɲ', 'ɲ̊', 'ɾ', 'ʍ', 'ʔ', 'e', 'ẽ', 'e̤', 'i', 'ĩ', 'i̤', 'o', 'õ', 'o̤', 'u', 'ũ', 'ṳ', 'ɑ', 'ɑ̃', 'ɑ̤', 'ɔ', 'ɔ̃', 'ɔ̤', 'ə', 'ə̠̃', 'ə̤', 'ɛ', 'ɛ̃', 'ɛ̤', 'ɨ̞', 'ɯ', 'ɯ̃', 'ɯ̤', 'd', 't', 'tʰ', 'a', 'ã', 'a̤', 'ə̃']"
Mavea,"['k', 'l', 'lː', 'm', 'mː', 'm̼', 'n', 'nː', 'p', 'p̼', 'r', 'rː', 's', 't', 'v', 'v̼', 'ŋ', 'ɖ', 'ɰ', 'e', 'i', 'o', 'u', 'ɑ']"
Nara,"['b', 'bː', 'd̟ʑ̟', 'd̟ːʑ̟', 'd̪', 'd̪ː', 'f', 'fː', 'h', 'hː', 'j', 'jː', 'k', 'kʷ', 'kː', 'l', 'lː', 'm', 'mb', 'mː', 'n̪', 'n̪d̪', 'n̪ː', 'rː', 's', 'sː', 't̟ɕ̟', 't̟ːɕ̟', 't̪', 't̪ː', 'w', 'wː', 'z', 'ŋ', 'ɕ̟', 'ɕ̟ː', 'ɡ', 'ɡʷ', 'ɡː', 'ɲ', 'ɳɡ', 'ɳɡʷ', 'ɾ', '˦', '˦˦˨', '˦˨˨', '˨', '˨˦˦', '˨˨˦', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɑ', 'ɑː']"
Portuguese (European),"['b', 'd̪', 'f', 'k', 'l̪ˠ', 'm', 'n̪', 'p', 's', 't̪', 'v', 'z', 'ɡ', 'ɲ', 'ɾ', 'ʁ', 'ʃ', 'ʎ', 'ʒ', 'a', 'ai', 'au̜', 'e', 'eu̜', 'ẽ', 'i', 'iu̜', 'ĩ', 'o', 'oi', 'õ', 'õi', 'u', 'ui', 'ũ', 'ũi', 'ɐ', 'ɐi', 'ɐ̃', 'ɐ̃i', 'ɐ̃u̜', 'ɔ', 'ɔi', 'ɛ', 'ɛi', 'ɛu̜', 'ɯ']"
Portuguese (Brazilian),"['b', 'd̪', 'f', 'k', 'l', 'm', 'n̪', 'p', 'r', 's̪', 't̪', 'v', 'z', 'ɡ', 'ɣ', 'ɲ', 'ɾ', 'ʃ', 'ʎ', 'ʒ', 'a', 'aɪ̯', 'aʊ̯', 'e', 'eɪ̯', 'eʊ̯', 'ẽɪ̯̃', 'i', 'iʊ̯', 'o', 'oɪ̯', 'oʊ̯', 'õɪ̯̃', 'u', 'uɪ̯', 'uʊ̯', 'ũɪ̯̃', 'ɐ̃ɪ̯̃', 'ɐ̃ʊ̯̃', 'ɔ', 'ɔɪ̯', 'ɔʊ̯', 'ɛ', 'ɛɪ̯', 'ɛʊ̯', 'ʊ̯aɪ̯', 'ʊ̯ɐ̃']"
Central Sama,"['b', 'bː', 'd', 'dː', 'd̠ʒ', 'd̠ːʒ', 'h', 'j', 'jː', 'k', 'kː', 'l', 'lː', 'm', 'mː', 'n', 'nː', 'p', 'pː', 's', 'sː', 't̪', 't̪ː', 'w', 'ŋ', 'ŋː', 'ɡ', 'ɡː', 'ɲ', 'ʔ', 'a', 'e', 'i', 'o', 'u', 'ə']"
Slovak,"['b', 'c', 'd', 'dz', 'd̠ʒ', 'f', 'j', 'k', 'l', 'lː', 'm', 'n', 'p', 'r', 'rː', 's', 't', 'ts', 't̠ʃ', 'v', 'x', 'z', 'ɟ', 'ɡ', 'ɦ', 'ɲ', 'ʃ', 'ʎ', 'ʒ', 'a', 'aː', 'i̞', 'i̞ː', 'u̞', 'u̞ː', 'æ', 'ɔ', 'ɔː', 'ɛ', 'ɛː', 'ɪ̯a', 'ɪ̯u̞', 'ɪ̯ɛ', 'ʊ̯ɔ', 'd̺ʒ̺', 'lʲ', 't̺ʃ̺', 'ɫ', 'ɫː', 'ʃ̺', 'ʋ', 'ʒ̺', 'ä', 'äː', 'ɪ̯ä', 'ɪ̯ɔ']"
Sumi,"['b', 'd', 'f', 'h', 'k', 'kʰ', 'l', 'l̤', 'm', 'm̤', 'n', 'n̤', 'p', 'pʰ', 'q', 'qʰ', 's', 't', 'ts', 'tsʰ', 'tʰ', 't̠ʃ', 't̠ʃʰ', 'v', 'x', 'z', 'ŋ', 'ɡ', 'ɣ', 'ɹ', 'ʃ', 'ʒ', '˦', '˧', '˨', 'a', 'e', 'i', 'o', 'u', 'ɨ']"
Tausug (Suluk),"['b', 'd', 'd̠ʒ', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't̠ʃ', 't̪', 'w', 'z', 'ŋ', 'ɡ', 'ɲ', 'ʔ', 'a', 'i', 'u']"
Temne,"['b', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 't̪', 'w', 'ŋ', 'ɡb', 'ʃ', '˦', '˨', 'a', 'ai̯', 'e', 'ei̯', 'i', 'o', 'oi̯', 'u', 'ui̯', 'ɔ', 'ɔi̯', 'ə', 'ɛ', 'ɜ', 'ʌi̯']"
Tera,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'l', 'm', 'mb', 'n', 'nd', 'n̠d̠ʒ', 'p', 'r', 's', 't', 't̠ʃ', 'v', 'w', 'x', 'z', 'ŋ', 'ŋɡ', 'ɓ', 'ɗ', 'ɠ', 'ɡ', 'ɣ', 'ɬ', 'ɮ', 'ɲ', 'ʃ', 'ʒ', 'ʔj', '˦', '˧', '˨', 'a', 'ai', 'au', 'aː', 'e', 'eu', 'eː', 'i', 'iː', 'o', 'oi', 'oː', 'u', 'uː', 'ɨ']"
Itunyoso Trique,"['cn̠', 'h', 'j', 'jː', 'k', 'kʷ', 'kʷː', 'kː', 'l', 'lː', 'm', 'mː', 'n', 'nd', 'nː', 'p', 's̪', 't̠ʃ', 't̠ʃː', 't̪', 't̪s̪', 't̪ː', 'ŋɡ', 'ŋɡʷ', 'ɾ', 'ʃ', 'ʈʂ', 'ʈʂː', 'ʔ', 'β', 'βː', '˦', '˦˧', '˧', '˧˥', '˧˨', '˧˩', '˨', '˩', '˩˧', 'a', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ə̃']"
Isthmus (Juchitán) Zapotec,"['j', 'k', 'k͉', 'l', 'lː', 'm', 'n', 'nː', 'p', 'p͉', 'r', 's', 's͉', 't', 't̠ʃ', 't̠͉ʃ', 't͉', 'w', 'ɲ̟', 'ɾ', 'ʃ', 'ʃ͉', '˦', '˧˥', '˨', 'e', 'i', 'iɑ', 'ḭu', 'o', 'u', 'ɑ']"
Bukharan Tajik,"['b', 'dʑ', 'd̻', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'q', 's', 'tɕ', 't̻', 'v', 'x', 'z', 'ɕ̟', 'ɡ', 'ɾ', 'ʁ', 'ʑ̟', 'e', 'i', 'o', 'u', 'ɑ', 'ɵ']"
Kera,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ŋ', 'ɓ', 'ɗ', 'ɡ', 'ɾ', 'ʔ', 'ⱱ', 'a', 'e', 'i', 'o', 'u', 'ɨ']"
Kumzari,"['b', 'd', 'dˠ', 'd̠ʒ', 'f', 'j', 'k', 'l', 'm', 'n', 'p', 'q', 's', 'sˠ', 't', 'tˠ', 't̠ʃ', 'w', 'zˠ', 'ħ', 'ɡ', 'ɦ', 'ɻ', 'ʁ', 'ʃ', 'ʔ', 'χ', 'aː', 'eː', 'iː', 'i̽', 'oː', 'uː', 'ɐ̟', 'ʊ̽']"
Cocos Malay,"['b', 'd', 'd̠ʒ', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 's', 't̠ʃ', 't̪', 'w', 'ŋ', 'ɡ', 'ɲ', 'ʁ', 'ʔ', 'a', 'ai', 'au', 'e', 'i', 'o', 'u', 'ə']"
Standard Malay,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'v', 'w', 'x', 'z', 'ŋ', 'ɡ', 'ɲ', 'ʃ', 'ʔ', 'a', 'e', 'i', 'o', 'u', 'ə']"
Mennonite Plautdietsch,"['b', 'd', 'f', 'h', 'j', 'kʲ', 'l', 'lʲ', 'm', 'n', 'p', 'r', 's', 't', 'ts', 't̠ʃ', 'v', 'x', 'z', 'ç', 'ŋ', 'ɡ', 'ɡʲ', 'ɣ', 'ɲ', 'ʃ', 'ʒ', 'ʔ', 'a', 'aʊ', 'aʊɪ', 'e', 'ea', 'eɔ', 'eəɪ', 'eɪ', 'i', 'ia', 'iəɪ', 'o', 'oa', 'oəɪ', 'ua', 'uɪ', 'y', 'ya', 'ɔ', 'ə', 'əɪ', 'əɪa', 'əʊ', 'əʊɪ', 'ɛ', 'ɪ', 'ʊ']"
Kedayan,"['b', 'd', 'd̠ʒ', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 's', 't̠ʃ', 't̪', 'w', 'ŋ', 'ɡ', 'ɲ', 'ɾ', 'a', 'i', 'o', 'u']"
Pitjantjatjara,"['c̻̟', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 't', 'w', 'ŋ', 'ɭ̟', 'ɲ̻̟', 'ɳ̟', 'ɻ̟', 'ʈ̟', 'ʎ̻̟', 'ɐ', 'ɐɪ', 'ɐʊ', 'ɐː', 'ɪ', 'ɪː', 'ʊ', 'ʊː', 'l̪', 'n̪', 't̪', 'ɭ', 'ɳ', 'ɻ', 'ʈ', 'a', 'aː', 'i', 'iː', 'u', 'uː']"
Southeastern Pashayi,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'q', 'r', 's', 't', 't̠ʃ', 'w', 'x', 'z', 'ɖ', 'ɡ', 'ɣ', 'ɬ', 'ɳ', 'ɽ', 'ʂ', 'ʃ', 'ʈ', 'ʒ', 'a', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'uː', 'ɑ', 'ɑː', 'ʊ']"
greek Thrace Xoraxane Romane,"['b', 'd', 'd̠ʒ', 'f', 'j', 'k', 'kʰ', 'l', 'm', 'n', 'p', 'pʰ', 's', 't', 'tʰ', 't̠ʃ', 't̠ʃʰ', 'v', 'z', 'ð', 'ɡ', 'ɣ', 'ɾ', 'ʃ', 'ʒ', 'θ', 'χ', 'e', 'ei', 'i', 'o', 'oi', 'y', 'œ', 'ɑ', 'ɑi', 'ɯ', 'ʊ', 'ʊi']"
Tashlhiyt Berber,"['b', 'bː', 'd̪', 'd̪ː', 'd̪ˤ', 'd̪ˤː', 'f', 'fː', 'h', 'hː', 'j', 'jː', 'k', 'kʷ', 'kʷː', 'kː', 'l̪', 'l̪ː', 'l̪ˤ', 'l̪ˤː', 'm', 'mː', 'n̪', 'n̪ː', 'n̪ˤ', 'q', 'qʷ', 'qʷː', 'qː', 'r̪', 'r̪ː', 'r̪ˤ', 'r̪ˤː', 's̪', 's̪ː', 's̪ˤ', 's̪ˤː', 't̪', 't̪ː', 't̪ˤ', 't̪ˤː', 'w', 'wː', 'z̪', 'z̪ː', 'z̪ˤ', 'z̪ˤː', 'ɡ', 'ɡʷ', 'ɡʷː', 'ɡː', 'ʁ', 'ʁʷ', 'ʁʷː', 'ʁː', 'ʃ', 'ʃː', 'ʃˤ', 'ʒ', 'ʒː', 'ʒˤ', 'ʒˤː', 'ʔ', 'ʕ', 'ʕː', 'ʜ', 'ʜː', 'χ', 'χʷ', 'χʷː', 'χː', 'a', 'i', 'u']"
Xumi,"['b', 'd', 'dz', 'dʑ', 'd̠ʒ', 'h', 'j', 'k', 'kʰ', 'l', 'l̥', 'm', 'm̥', 'n', 'n̥', 'p', 'pʰ', 'q', 'qʰ', 's', 't', 'ts', 'tsʰ', 'tɕ', 'tɕʰ', 'tʰ', 't̠ʃ', 't̠ʃʰ', 'w', 'x', 'z', 'ŋ', 'ŋ̥', 'ɕ', 'ɖʐ', 'ɡ', 'ɢ', 'ɣ', 'ɦ', 'ɲ̟', 'ɲ̟̥', 'ɹ', 'ɹ̩', 'ʁ', 'ʃ', 'ʈʂ', 'ʈʂʰ', 'ʎ̟', 'ʎ̟̥', 'ʑ', 'ʒ', '˦', '˧˥', 'e', 'i', 'ĩ', 'o', 'õ', 'u', 'ɐ', 'ɐ̃', 'ɑ', 'ɑ̃', 'ɛ', 'ɛ̃', 'ʉ', 'nb', 'nd', 'ndz', 'ndʑ', 'nɡ', 'ɳɖʐ', 'ʂ', 'ʐ', 'χ', '˥', 'ũ', 'ɔ', 'ɔ̃', 'ɜ']"
Upper Saxon,"['f', 'h', 'j', 'k', 'kʰ', 'l̪', 'm', 'n̪', 'p', 's̪', 't̪', 'ŋ', 'ʁ̞', 'ʃ', 'ʋ', 'χ', 'ae̯', 'aɵ̯', 'eː', 'i̩ː', 'oˤː', 'ɑˤː', 'ɔˤː', 'ɛ', 'ɛː', 'ɞ', 'ɞʏ̯', 'ɪ', 'ɵ', 'ɵː', 'ʉː', 'ʊˤː', 'ʌ', 'ʌː', 'ʌˤː', 'aˤː', 'iː', 'oˤ']"
Pite Saami,"['f', 'fː', 'h', 'j', 'jː', 'k', 'kː', 'l', 'lː', 'm', 'mː', 'n', 'nː', 'p', 'pː', 'r', 'rː', 's', 'sː', 't', 'ts', 'tsː', 'tː', 't̠ʃ', 't̠ʃː', 'v', 'vː', 'ŋ', 'ŋː', 'ɲ', 'ɲː', 'ʃ', 'ʃː', 'ʰk', 'ʰkː', 'ʰp', 'ʰpː', 'ʰt', 'ʰts', 'ʰtsː', 'ʰtː', 'ʰt̠ʃ', 'ʰt̠ʃː', 'a', 'aː', 'e', 'i', 'o', 'u', 'ua', 'ɔ', 'ɛ', 'ð', 'ðː', 'ie', 'ɪ', 'ʊ', 'ʊa']"
Northern Saami,"['b', 'bː', 'd', 'dz', 'dzː', 'dː', 'd̠ʒ', 'd̠ʒː', 'f', 'fː', 'h', 'j', 'jː', 'k', 'kː', 'l', 'lː', 'm', 'mː', 'n', 'nː', 'p', 'pː', 'r', 'rː', 's', 'sː', 't', 'ts', 'tsː', 'tː', 't̠ʃ', 't̠ʃː', 'v', 'vː', 'ð', 'ðː', 'ŋ', 'ŋː', 'ɡ', 'ɡː', 'ɲ', 'ɲː', 'ʃ', 'ʃː', 'ʎ', 'ʎː', 'ʰk', 'ʰkː', 'ʰp', 'ʰpː', 'ʰt', 'ʰts', 'ʰtsː', 'ʰtː', 'ʰt̠ʃ', 'ʰt̠ʃː', 'ˀm', 'ˀmː', 'ˀn', 'ˀnː', 'ˀɲ', 'ˀɲː', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'ua', 'uː']"
Belhare,"['b', 'bʱ', 'd', 'dz', 'dzʱ', 'dʱ', 'h', 'j', 'k', 'kʰ', 'l', 'm', 'n', 'n̩', 'p', 'pʰ', 'r', 'rʱ', 's', 't', 'ts', 'tsʰ', 'tʰ', 'w', 'ŋ', 'ɡ', 'ɡʱ', 'ʔ', 'a', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ʌ']"
Hunzib,"['b', 'cç', 'cçʼ', 'd', 'h', 'k', 'kʼ', 'l', 'm', 'n', 'p', 'pʼ', 'q', 'qʼ', 'r', 's', 't', 'ts', 'tsʼ', 'tɬ', 'tɬʼ', 'tɬʼː', 'tɬː', 'tʼ', 'tʼː', 'x', 'z', 'ç', 'ħ', 'ɡ', 'ɬ', 'ʁ', 'ʔ', 'ʕ', 'ʝ', 'χ', 'a', 'aː', 'ã', 'i', 'iː', 'ĩ', 'o', 'oː', 'õ', 'u', 'uː', 'ũ', 'ɑ', 'ɑː', 'ɑ̃', 'ə', 'əː', 'ə̃', 'ɛ', 'ɛː', 'ɛ̃', 'ɨ', 'ɨː', 'ɨ̃']"
Evenki,"['b', 'd̠ʒ', 'd̪', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't̠ʃ', 't̪', 'ŋ', 'ɡ', 'ɲ', 'β', 'a', 'aː', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ə', 'əː']"
Hmong Njua,"['c', 'cʰ', 'f', 'h', 'j', 'k', 'kʰ', 'l', 'm', 'mp', 'mpʰ', 'n', 'nt', 'nts', 'ntsʰ', 'ntʰ', 'n̠t̠ʃ', 'n̠t̠ʃʰ', 'p', 'pʰ', 'q', 'qʰ', 's', 'sʰ', 't', 'ts', 'tsʰ', 'tʰ', 't̠ʃ', 't̠ʃʰ', 'v', 'ç', 'ŋ', 'ŋk', 'ŋkʰ', 'ɬ', 'ɲ', 'ɲc', 'ɲcʰ', 'ɳʈʂ', 'ɳʈʂʰ', 'ɴq', 'ɴqʰ', 'ʃ', 'ʈʂ', 'ʈʂʰ', 'ʒ', 'ʔ', 'a', 'ai̯', 'au̯', 'aɯ', 'ã', 'e', 'i', 'ĩ', 'u', 'ua', 'ũ', 'ɔ', 'ɨ']"
Udmurt,"['b', 'c', 'dʑ', 'd̻', 'f', 'j', 'k', 'm', 'n̻', 'p', 'r', 's̻', 'tɕ', 't̻', 't̻s̻', 'v', 'x', 'z̻', 'ɕ', 'ɖʐ', 'ɟ', 'ɡ', 'ɫ', 'ɲ̟', 'ʂ', 'ʈʂ', 'ʎ̟', 'ʐ', 'ʑ', 'i', 'o̞', 'u', 'ɑ', 'ɛ̠', 'ɤ̟̹', 'ɯ̟', 'c̟', 'd̠ʒ', 't̠ʃ', 't̻s̪̻', 'ŋ', 'ɟ̟', 'ɛ', 'ɯ̽', 'ɵ̞', 'ʉ', 'æ', 'l̻', 'sʲ', 'zʲ', 'β', 'e̞', 'y̠', 'ø̠̞', 'ɤ̝', 'ɪ']"
Meadow Mari,"['j', 'k', 'l̺', 'm', 'n̺', 'p', 'r', 's', 'tɕ', 't̪̺', 'z', 'ð̪̺', 'ŋ', 'ɣ', 'ɲ', 'ʂ', 'ʎ', 'ʐ', 'β', 'a', 'e', 'i', 'o', 'u', 'y̞', 'œ', 'ɪ̈', 'tʲ', 't̺s̺', 'ʈʂ', 'ʊ̜', 'ʊ̜̈']"
Eastern Yugur,"['h', 'j', 'j̊', 'k', 'kʰ', 'l', 'l̥', 'm', 'n', 'n̥', 'p', 'pʰ', 'q', 'qʰ', 'r', 's', 't', 'ts', 'tsʰ', 'tʰ', 't̠ʃ', 't̠ʃʰ', 'ŋ', 'ɣ', 'ʁ', 'ʃ', 'β', 'χ', 'a', 'aː', 'e', 'eː', 'u', 'uː', 'y', 'yː', 'ɔ', 'ɔː', 'ə', 'əː', 'ɵ', 'ɵː']"
Moksha,"['b', 'dʲ', 'd̪', 'f', 'j', 'k', 'lʲ', 'm', 'nʲ', 'n̪', 'p', 'sʲ', 's̪', 'tsʲ', 'tɕ', 'tʲ', 't̪', 't̪s̪', 'v', 'x', 'zʲ', 'z̪', 'ɕ', 'ɡ', 'ɫ', 'ɬʲ', 'ɬˠ', 'ɾ', 'ɾʲ', 'ɾ̥', 'ɾ̥ʲ', 'ʂ', 'ʐ', 'ä', 'e̞', 'i', 'o̞', 'u', 'æ', 'ə̆', 'ʈʂ', 'ʑ']"
Rājbanshi,"['b', 'bʱ', 'dz', 'dzʱ', 'd̪', 'd̪ʱ', 'd̺', 'd̺ʱ', 'h', 'j', 'k', 'kʰ', 'l', 'lʱ', 'm', 'mʱ', 'n̪', 'n̪ʱ', 'p', 'pʰ', 'r', 'rʱ', 's', 'ts', 'tsʰ', 't̪', 't̪ʰ', 't̺', 't̺ʰ', 'w', 'ŋ', 'ŋʱ', 'ɡ', 'ɡʱ', 'e', 'ẽ', 'i', 'o', 'u', 'ũĩ', 'æ', 'æ̃', 'ʌ']"
Bakhtiari,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'kʲʰ', 'l', 'm', 'n', 'pʰ', 'qʰ', 's', 'tʰ', 't̠ʃʰ', 'v', 'z', 'ð̞', 'ɡʲ', 'ɢ', 'ɾ', 'ʃ', 'ʒ', 'χ', 'a', 'au̯', 'eːi̯', 'iː', 'oːu̯', 'uː', 'æi̯', 'ɑː', 'ɑːi̯', 'ɔ', 'ɔi̯', 'ɛ']"
Kurdish,"['b', 'd̠ʒ', 'd̪', 'f', 'h', 'j', 'k', 'l̪', 'm', 'n̪', 'p', 'q', 'r̪', 'sˤ', 's̪', 't̠ʃ', 't̪', 'v', 'w', 'x', 'z̪', 'ħ', 'ŋ', 'ɡ', 'ɣ', 'ɫ̪', 'ɾ̪', 'ʃ', 'ʒ', 'ʔ', 'ʕ', 'äː', 'eː', 'iː', 'oː', 'uː', 'ə', 'ɯ̽', 'ʊ']"
Dupaningan Agta,"['b', 'd', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 'w', 'ŋ', 'ɡ', 'ʔ', 'ä', 'i', 'o', 'u', 'ə', 'ɛ']"
Dolgan,"['b', 'c', 'd', 'd̠ʒ', 'h', 'j', 'm', 'n', 'p', 'q', 'r', 'r̥', 's', 't', 't̠ʃ', 'ŋ', 'ɟ', 'ɡ', 'ɢ', 'ɫ', 'ɬ', 'ɲ', 'i', 'iɛ', 'iː', 'u', 'uɔ', 'uː', 'y', 'yœ', 'yː', 'œ', 'œː', 'ɑ', 'ɑː', 'ɔ', 'ɔː', 'ɛ', 'ɛː', 'ɯ', 'ɯɑ', 'ɯː']"
Darkhat,"['b', 'd', 'dz', 'dʑ', 'l', 'm', 'n', 'p', 'r', 's', 't', 'ts', 'tɕ', 'v', 'w', 'x', 'ŋ', 'ɕ', 'ɡ', 'ʝ', 'ae̯', 'aː', 'e', 'eː', 'i', 'iː', 'u', 'uː', 'y', 'yi̯', 'yː', 'æː', 'œ̜', 'œ̜ː', 'ɑ', 'ɔ̜', 'ɔ̜ː', 'ɞe̯', 'ʉi̯']"
Caodeng rGyalrong,"['b', 'c', 'cʰ', 'd', 'dz', 'd̠ʒ', 'f', 'j', 'k', 'kʰ', 'l', 'l̥', 'm', 'mb', 'n', 'nd', 'ndz', 'n̠d̠ʒ', 'p', 'pʰ', 'q', 'qʰ', 'r', 's', 't', 'ts', 'tsʰ', 'tʰ', 't̠ʃ', 't̠ʃʰ', 'v', 'w', 'x', 'z', 'ŋ', 'ŋɡ', 'ɖʐ', 'ɟ', 'ɡ', 'ɣ', 'ɲ', 'ɲɟ', 'ɳɖʐ', 'ɴɢ', 'ʁ', 'ʂ', 'ʃ', 'ʈʂ', 'ʈʂʰ', 'ʒ', 'ʔ', 'χ', 'a', 'e', 'i', 'o', 'oi̯', 'u', 'ɐ', 'ɐi̯', 'ɔ', 'ə', 'ɛ']"
South Azerbaijani,"['b', 'cç', 'd̪', 'd̪z', 'f', 'h', 'j', 'k', 'l', 'm', 'n̪', 'p', 's', 't̪', 't̪s', 'v', 'x', 'z', 'ɟʝ', 'ɡ', 'ɣ', 'ɾ', 'ʃ', 'ʒ', 'e', 'i', 'o', 'u', 'y', 'æ', 'œ', 'ɑ', 'ɯ']"
